,Shape_Elongation,Shape_MajorAxisLength,Shape_MaximumDiameter,Shape_MeshSurface,Shape_MinorAxisLength,Shape_Perimeter,Shape_PerimeterSurfaceRatio,Shape_PixelSurface,Shape_Sphericity
2df91aab9edbcf4db7faf8da1079685a_R_CC.nii.gz,0.530666683733971,116.8598585395991,117.5457357797381,5647.5,62.013633592830026,319.764501987818,0.05662054041395626,5648.0,0.8331108720939693
2e00b18ddf545eb29cb44c7c56540e07_L_CC.nii.gz,0.5674728020279711,37.18960565323787,37.48332962798263,612.5,21.10408972635817,99.25483399593908,0.1620487085647985,613.0,0.8839064666177819
2eddff9a90428070b98f85f4c4b6c758_L_CC.nii.gz,0.5182723030378852,39.06232894325477,39.81205847478876,611.5,20.244923183444087,103.01219330881986,0.16845820655571522,612.0,0.8509705462039913
2f067732b7b86ef47f0e2a5b1858cafe_L_CC.nii.gz,0.4678771282789717,62.40497435406788,61.5223536610881,1421.5,29.19786019110416,162.7106781186551,0.11446407183865993,1422.0,0.821414394089454
2f5e6219a65c6d86d873dee70ef65d91_R_CC.nii.gz,0.44425476555130217,49.70622243704055,50.15974481593781,857.5,22.082226195208328,122.0832611206854,0.14237114999496842,858.0,0.8502876566543797
3a35eb2c0576cf10861bc2442babffe5_R_CC.nii.gz,0.4280356423237633,79.713262043519,80.50465825031493,2124.5,34.120117320520116,205.09545442950545,0.09653822284278911,2125.0,0.7966678010073327
3b15274e828c9c2c08e2bbc3a9ee5734_R_CC.nii.gz,0.45644335204936093,36.538322755397026,37.656340767525464,474.5,16.67767451673486,91.94112549695426,0.1937642265478488,475.0,0.8398722353897574
3bdcc5d8c49f1e2b6332dc0a039ca35d_R_CC.nii.gz,0.32460479960330524,73.85712378385006,76.2954782408499,1303.5,23.974376865133156,194.02438661763986,0.14884878144813185,1304.0,0.6596356675746567
3d69a7800411de271a7ba6503b05bef6_L_CC.nii.gz,0.6844572709570119,52.62201191151651,52.630789467763066,1465.5,36.01751866522397,154.32590180780474,0.10530597189205373,1466.0,0.8793444359606879
3d342bcea04ea881e47f9de7238f91ea_L_CC.nii.gz,0.5410891056640655,60.28090128369395,64.00781202322104,1530.5,32.61733896421779,195.92388155425158,0.12801299023472826,1531.0,0.7078385686238712
3e92d46f9695bf4151474a1a8c4738ae_R_CC.nii.gz,0.33312353942952855,126.60474784674084,121.59769734661919,4038.5,42.17502171128929,316.3086578651021,0.07832330267799976,4039.0,0.7122031599005195
3f8ad54f66c2cb71548bfa0ec7ba88f9_R_CC.nii.gz,0.5320128794221656,72.899348976841,73.54590403278758,2190.5,38.78339255717048,192.95331880577444,0.08808642721103604,2191.0,0.8598531921878366
3f63d52243caf37caca6827d5d446b55_R_CC.nii.gz,0.3481715087683051,49.83168021231049,48.25971404805462,668.5,17.349971283979837,119.35533905932752,0.17854201803938297,669.0,0.7679161246442326
3fa94bbf5bd9539dd1821b2b21a7af32_L_CC.nii.gz,0.3949469252008694,22.0927624291458,22.20360331117452,148.5,8.725468590584423,53.2132034355964,0.35833807027337644,149.0,0.8117994534549446
4b2a407b963e70414dfd02d8de6b56e2_R_CC.nii.gz,0.1262573540733201,192.8750134938198,145.7840869230932,1284.0,24.3518888705856,215.438600180013,0.16778707179128738,1285.0,0.5896087572333543
4c4b2aae9062c2fdb7a2bbdf48dc093e_R_CC.nii.gz,0.9011494192372076,44.021570477601124,48.010415536631214,1331.5,39.67001266980006,152.12489168102815,0.11425076356066703,1332.0,0.8503059839510564
4e6665640fb0575ba767493f321f40ae_L_CC.nii.gz,0.4382557582148566,32.73430163057773,35.05709628591621,345.5,14.345996180742665,87.84062043356599,0.2542420273040984,346.0,0.7501248678287631
4f0cf40c0bff5919286e16ca59686f4d_R_CC.nii.gz,0.4914548032311832,88.90737711525476,91.6624241442479,3020.5,43.69395752597813,236.65180361560962,0.0783485527613341,3021.0,0.8232552961725997
5a2b5febd11b2fdd2c7f4fd1d0f92104_L_CC.nii.gz,0.6128446844288579,41.5829176924812,41.7612260356422,795.5,25.483870070879814,116.66904755831223,0.14666127914307006,796.0,0.8569774050713325
5a9ed958f1d0f5c159a68c77c610351a_L_CC.nii.gz,0.4400214074914696,68.15765448981121,70.21395872616783,1562.0,29.990827059924012,225.58073580374406,0.1444178846374802,1562.0,0.6210741274161279
5a68e7931d8e40d4135c94c630a6b73b_L_CC.nii.gz,0.5374016994423726,126.75825192419867,129.0968628588627,6584.5,68.12010000240876,458.8183258569808,0.06968157428156743,6586.0,0.6269394190097226
5b0d75c010fddd1234d0f203e83a96b1_R_CC.nii.gz,0.2974430649143722,88.32716676210464,94.02127418834527,1791.5,26.27230319692327,215.53910524340137,0.12031208777192373,1792.0,0.6961250508182631
5b9cb37e9512dd60d4938f3d964ec1d8_L_CC.nii.gz,0.3783220815940579,79.69187070403427,80.05623023850174,1876.5,30.149194410874767,193.88225099390903,0.10332121022856862,1877.0,0.7920291451756628
5c0ead6d5bbf73cddea7ec178065219d_L_CC.nii.gz,0.36421563309511706,36.07800644887014,34.36568055487916,365.5,13.140173959584953,86.28427124746189,0.23607187755803527,366.0,0.7854471844254859
5c32aac989899542513be63d6b2d392c_L_CC.nii.gz,0.44514765944142815,35.33787992147558,35.12833614050059,435.5,15.730574536667094,87.35533905932735,0.2005863124209583,436.0,0.846855978749321
5d99bedc43c3225261b270fa4bc5181c_L_CC.nii.gz,0.9159134761917487,100.2396982869278,110.38568747804219,5122.5,91.81089051039211,462.8772003600264,0.09036158132943414,5124.0,0.5481256503471509
5db9ac9324ec6e77d5e5c4a3158323d7_R_CC.nii.gz,0.5148292395253529,38.157401402224636,37.33630940518894,576.5,19.644545946170943,102.18376618407365,0.17724851029327607,577.0,0.8329571920654014
5e738b21ece161aa495b59fee9c11455_L_CC.nii.gz,0.14540231791544778,110.60816514818906,93.26306878931231,665.0,16.082683592921338,158.91168824543166,0.23896494472997243,666.0,0.575254352243945
5e3216db19aa93c7e397e29a7ede3ea8_R_CC.nii.gz,0.29689366949812346,108.74850271313998,104.6900186264192,2705.5,32.28674202293077,250.6101730552669,0.09262989209213339,2706.0,0.7357495493260481
5e6223b2b7e41ccf246c948cce61dc64_L_CC.nii.gz,0.4269154257736978,65.31693971414727,64.38167441127949,1416.5,27.88480912830013,163.9827560572971,0.11576615323494324,1417.0,0.813607681285798
5ed241690b2b9488f7c68e441357c6cf_R_CC.nii.gz,0.29798602837490484,66.49649408368225,65.06919393998976,1028.5,19.815026172851834,165.154328932551,0.16057785992469714,1030.0,0.6883623655515951
5f6e4829dd69b3643277057fc8640aa3_L_CC.nii.gz,0.2583403486282341,175.54869386443255,159.89058759038946,3966.0,45.35131077416864,453.01933598375746,0.11422575289555155,3968.0,0.4927930199929782
5f6e4829dd69b3643277057fc8640aa3_R_CC.nii.gz,0.6534491575921456,104.92510223148761,88.23264701911646,2389.0,68.56321966343535,292.55129855222134,0.12245763857355435,2390.0,0.5922580559165079
6a015ff718625303ff6dbb763f0e7367_L_CC.nii.gz,0.3787511033216768,45.908413113945954,44.553338819890925,607.5,17.387862118654365,113.01219330881987,0.18602830174291338,608.0,0.773130434043063
6a5fb5091c54d26f78f2439269bdaa82_L_CC.nii.gz,0.5555597770193078,34.11713195484022,35.12833614050059,503.5,18.954106221369333,93.5979797464467,0.18589469661657734,504.0,0.8498420079441609
6b1c4a9ef24d15a5bb55173142dd5475_L_CC.nii.gz,0.23387660492693105,81.10768667200428,75.53806987208503,1135.5,18.969190392325654,198.02438661763992,0.1743939996632672,1136.0,0.6032256840185752
6b675c868d714a59a521978dd89ee685_L_CC.nii.gz,0.5880692575601765,15.990384778409068,17.029386365926403,111.5,9.403453704740567,44.62741699796948,0.4002458923584707,112.0,0.8387656080903725
6b1818c48d12b25aa72fcf1d22aed05a_L_CC.nii.gz,0.33149574632279044,132.80090637951471,129.75746606650424,4547.5,44.022935572620256,318.20815280171394,0.0699743051790465,4548.0,0.7512422130418994
6b36604715be66f9d4db3343ad030125_L_CC.nii.gz,0.5324650994599535,62.83291425928806,66.12110101926616,1640.5,33.45633394043055,170.95331880577442,0.10420805779077989,1641.0,0.8398766609659082
6d852de518cabf8f6c797c4d9d7de1c0_L_CC.nii.gz,0.6806483296046706,102.04598079352269,107.16809226630845,2629.0,69.45742636998152,293.92388155425186,0.1118006396174408,2630.0,0.6183941190562704
6f9a7e206e52623c945f1039cd069cee_L_CC.nii.gz,0.5103306604289313,113.13355772589534,115.24755962709145,5019.5,57.735523230930795,318.9777054234146,0.06354770503504624,5020.0,0.787362690435149
6f9a7e206e52623c945f1039cd069cee_R_CC.nii.gz,0.5274169482919062,23.14050187549047,23.194827009486403,219.5,12.204692881114319,62.04163056034258,0.28264979754142405,220.0,0.8465234456525669
6f461358d3788da2148e345cb01c78c7_L_CC.nii.gz,0.6638796594534813,76.88524121629266,85.14693182963201,2341.5,51.04254775567113,416.2914139223995,0.17778834675310676,2342.0,0.412054403320431
7a7f2b151786da9eadf8e98e04fdbac7_R_CC.nii.gz,0.6119781719820835,55.366223456434334,55.08175741568164,1431.5,33.88292022042023,165.5391052434013,0.11564031103276375,1432.0,0.8102144878039214
7ac5bd45e5d5fca171e070d73a2170d5_L_CC.nii.gz,0.5015384947554029,23.99823633869563,23.194827009486403,224.5,12.03603933009382,62.04163056034258,0.2763547018278066,225.0,0.8561106533255107
7b1cea18dd875468cff8b957e23a82ec_R_CC.nii.gz,0.3306660609407615,69.40435047023051,68.26419266350405,1235.5,22.94966318214321,164.81118318204335,0.1333963441376312,1236.0,0.7560310455613659
7bdfdd72d14a004a88918758eec0ebf8_R_CC.nii.gz,0.8916884013691503,36.25541146543358,41.23105625617661,830.5,32.32852989059323,137.9827560572971,0.16614419754039386,831.0,0.7403719134965808
7c51789da6c462e55bcb95c2a7d437ee_L_CC.nii.gz,0.5738722095986144,57.08900689252455,58.137767414994535,1341.5,32.76179452920359,177.05382386916267,0.13198197828487712,1342.0,0.7333224146071576
7c98228fc11204260460934ba8c6e12b_R_CC.nii.gz,0.6157903341110817,30.725377494000178,31.622776601683793,440.5,18.920390472719482,86.2842712474619,0.19587802780354574,441.0,0.8622759097528478
7ca902f0527e761fc2ac5435ed008fd2_R_CC.nii.gz,0.6685910315404398,44.00933625517476,44.91102314577124,1010.5,29.424247524257368,123.9827560572971,0.1226944641833717,1011.0,0.908891003646179
7ed7391fe55395a5e33c4254788c1058_R_CC.nii.gz,0.38693990342195317,105.03864517425683,128.41339493993607,3232.5,40.64364321929975,341.11984104714554,0.10552817975163048,3236.0,0.5908363657859453
7ee98232df9bcefc6b54530b6a616690_L_CC.nii.gz,0.9186184625142039,18.090403726166784,18.973665961010276,231.5,16.618178857192557,58.28427124746186,0.2517679103562067,232.0,0.9253990706433606
7f07498cddc674558db06129c60f7113_L_CC.nii.gz,0.7462245880715797,65.90786681558359,67.67569726275453,2459.5,49.1820707651354,199.6812408671324,0.08118773769755333,2460.0,0.8804223901701851
8a26d9b98507af51d70f96c4db50f308_L_CC.nii.gz,0.4562464505827371,156.95949370721777,148.07092894960846,8618.5,71.61221188918158,406.0071426749374,0.04710879418401548,8619.0,0.8105636075741489
8a83a1b911d3238c144aa0e654be5dfb_R_CC.nii.gz,0.9067760855337437,23.31189952762622,25.612496949731394,362.5,21.138673000016833,76.28427124746189,0.21043936895851556,363.0,0.8847568540913517
8ae2db86499819584e175cadf9099d25_R_CC.nii.gz,0.38574573864757283,68.70522479217468,65.37583651472461,1403.5,26.502747686404952,171.63961030678962,0.12229398668100436,1404.0,0.7737374550286505
8b99ca393abc7123ee91a33a3e52232a_R_CC.nii.gz,0.4574373223596082,88.90896212618706,96.42095207992918,2775.5,40.67027756877483,245.82337649086344,0.08856904215127488,2776.0,0.7597179159938681
8b202f831f93639ebcb9cccccec03b09_R_CC.nii.gz,0.2878579976136757,91.80525785081123,90.27181176868004,1869.5,26.426877695341698,227.9238815542517,0.12191702677413838,1870.0,0.6724776181053517
8b477ee27be976426d02aed5a02b4e55_L_CC.nii.gz,0.7228747438097095,64.38735262982466,66.12110101926616,2321.5,46.54399103686992,201.82337649086332,0.08693662566912054,2322.0,0.8462872704022372
8c2aca576f75222aefb98d06ae4c0f4d_R_CC.nii.gz,0.4601665789696281,209.73342538075642,204.94145505485218,15585.5,96.51231285304445,545.0609665441003,0.034972311863212625,15586.0,0.811933049777916
8c3a72bc005d1638babd62ba02d56126_L_CC.nii.gz,0.3695485306442845,64.01478488105259,62.39390995922599,1175.5,23.65656969230294,156.22539674441643,0.13290123074812116,1176.0,0.7779731570481233
8e467df187e9aa4bf69c9967fe2a500f_L_CC.nii.gz,0.6493242458189649,39.95641264285249,41.10960958218893,808.5,25.944667504951546,111.98275605729708,0.1385068102131071,809.0,0.9001062809602197
8f21f2e48ad57b34a5ef9140540748ae_L_CC.nii.gz,0.5632796425498203,36.80999025042722,37.64306044943742,590.5,20.734318150523013,100.6690475583122,0.17048102888791228,591.0,0.8556948599905988
9a87788b839ce29934ddd8691407f695_L_CC.nii.gz,0.669421938018657,22.13274014120255,23.769728648009426,252.5,14.816141798987134,69.94112549695427,0.2769945564235813,253.0,0.8053840166573707
9b24b3af1eda9310f1a0d213d06001ab_L_CC.nii.gz,0.4530976253056596,22.17761611989573,21.37755832643195,171.5,10.048625198865272,57.455844122715675,0.3350194992578173,172.0,0.8079840443827349
9b38a2ad9199e128f27ec3baff097ed0_L_CC.nii.gz,0.4376873194563612,80.1372836624104,78.5175139698144,2104.5,35.07507287471446,206.85281374238616,0.09829071691251422,2105.0,0.7861727098630324
9b720facd58a23aef24bee0823ba5a27_L_CC.nii.gz,0.4832144341544953,71.95819284033126,76.23647421018367,1905.5,34.77123743612072,244.6518036156097,0.1283924448258251,1905.0,0.6325006654447363
9bf5e07c124d149dc072232c005e033d_R_CC.nii.gz,0.4543079466148731,24.83159057168924,25.317977802344327,215.5,11.28118892380538,65.45584412271569,0.3037394158826714,216.0,0.7950238207874262
9c8e8f688e99a35f6bb0a78cd4ae8d7e_L_CC.nii.gz,0.21440116511210836,54.17294065759606,51.478150704935004,424.5,11.6147415945377,117.11269837220814,0.27588385953405925,425.0,0.623648370176827
9c20d3546db2dccd0c502326344f3dd9_R_CC.nii.gz,0.5007407656246443,31.91965935886218,32.2490309931942,398.5,15.983474665834493,81.94112549695426,0.20562390338006087,399.0,0.8636090206028405
9c506b75a066dc7a753de95cb2ab7588_R_CC.nii.gz,0.48766506461794146,149.49968704209746,151.90786681406595,8461.5,72.90577454174648,447.1025971044431,0.05283963801978882,8462.0,0.7293255342610491
9ca0112757065957cb751b4b8a0be110_L_CC.nii.gz,0.4101614069922325,83.14327727707979,81.04936767180853,2166.5,34.10216358991236,205.05382386916276,0.09464750697861193,2167.0,0.804667398858395
9cd11142270fc4e1188ccc8b02d23322_L_CC.nii.gz,0.5148841978430302,17.77443493794061,17.46424919657298,126.5,9.151775675134683,46.97056274847712,0.3713087964306492,127.0,0.8488372531762646
9cd11142270fc4e1188ccc8b02d23322_R_CC.nii.gz,0.387557816030597,33.648167659943894,33.54101966249684,340.5,13.04061037171922,85.49747468305839,0.2510939050897456,341.0,0.7650859080496597
9d6bc38b17efaa2cc5457ee9a04d5f3c_L_CC.nii.gz,0.4275039229743667,21.840067084319234,21.18962010041709,156.5,9.33671435656981,54.04163056034259,0.34531393329292387,157.0,0.8206040550874979
9d748a25b28d9dbe249f7b9c759258df_R_CC.nii.gz,0.5105626856840295,57.79226714977432,57.706152185014034,1320.5,29.506575127757692,151.98275605729714,0.11509485502256504,1321.0,0.847578280123155
9e8192d1faae0898ab26d0b3c891c1d2_R_CC.nii.gz,0.4953567285924534,25.94705965676832,25.709920264364882,257.5,12.853050588169982,69.45584412271567,0.2697314334862745,258.0,0.8190016088208875
9efd5f5c65ec8c402ec48f0ff7388562_R_CC.nii.gz,0.5001460540235025,24.202353066809266,25.0,227.5,12.10471138444827,62.526911934581136,0.27484356894321377,228.0,0.8551231269047403
9f5ce88e76b5c690bae653e76aedc80b_L_CC.nii.gz,0.3685354033965771,44.82558988834825,43.18564576337837,558.5,16.519816851991948,111.84062043356606,0.20025178233404844,559.0,0.7490605982167474
12c181a0785ed3b2c2b5f7cfc9f2667d_L_CC.nii.gz,0.5251510771304579,93.41782056993884,96.0260381354974,3568.5,49.05846909548323,249.23759005323657,0.06984379712855165,3569.0,0.8496386090263943
14cae76f3f05638cbedf9b1c6955958d_L_CC.nii.gz,0.4829561590475546,31.891891904731754,32.38826948140329,381.5,15.40238561906905,83.94112549695426,0.2200291625083991,382.0,0.8248546274552107
15a411e94e743361a5725ccf6b728ded_R_CC.nii.gz,0.43776443235383383,139.94440577132676,163.47782724271815,3474.5,61.26268335357943,428.0487732352802,0.12319722930933377,3475.0,0.4881551026224023
16ea517b8a6ed18fe6cefb0e100ff7ee_L_CC.nii.gz,0.49902010858219964,19.2612088371772,18.439088914585774,142.5,9.61173052535259,49.55634918610402,0.3477638539375721,143.0,0.8539118879809877
17efc47ffc11ecf2d6a8f3bae61ffd08_R_CC.nii.gz,0.876951695939119,35.07053233684152,37.16180835212409,776.5,30.755162810280886,118.08326112068538,0.15207116692940809,777.0,0.8365411777021338
20e95a0858f00dcc1a4d8e9a138a11b1_R_CC.nii.gz,0.3019477329289597,37.11365088969902,36.345563690772494,323.5,11.206382746861486,87.11269837220811,0.2692819115060529,324.0,0.7319149330146184
21ee099d74242fca1551adb6f2564a15_L_CC.nii.gz,0.5653013812101216,53.850772245870736,58.05170109479997,1223.5,30.441915929822407,151.88225099390885,0.1241375161372365,1224.0,0.8163941683511612
23ae781b46f7eaaffb8d4d7b3a7f968c_R_CC.nii.gz,0.0864295581049697,177.06233639943815,156.7322557739791,736.5,15.303419492036934,210.1248916810282,0.28530195747593784,738.0,0.45784007604101057
23e9299f93caef6fb4b638ecc6ef5f36_R_CC.nii.gz,0.5258330158720551,76.70428166873896,76.23647421018367,2414.5,40.3336437601726,207.4386001800131,0.0859136882087443,2415.0,0.8397093012388709
26f9cf5d9a3d563c88a816f7a1abedaa_R_CC.nii.gz,0.46461369125958213,136.06972937213436,136.61625086350452,6715.0,63.219859232279724,368.29141392239944,0.05484607802269537,6715.0,0.7887445045127015
27da2a953a5b5d4f4b87b65dbc2ebe91_R_CC.nii.gz,0.4628433144684404,38.56696068563679,41.10960958218893,530.5,17.850459912714168,102.66904755831223,0.19353260614196463,531.0,0.7952580848110029
27f72660a5dedfa162daa3894b4500eb_L_CC.nii.gz,0.2568752421162708,67.9016561973462,58.54912467321779,701.0,17.442254375789084,147.98275605729714,0.21110236242125127,702.0,0.6342388332740649
29e6666c5ca74d79a315d3f0c35b3013_R_CC.nii.gz,0.48398235030052134,30.408952944187334,31.78049716414141,344.5,14.717396516105746,79.94112549695426,0.23204971116677578,345.0,0.8230558132762584
30c3a965cd79168a8b85899be4d0bdab_R_CC.nii.gz,0.2783775777008184,89.9092529183379,87.28115489611719,1709.0,25.02872004029714,226.26702730475935,0.13239732434450519,1710.0,0.647671358874161
31c93d344d0c6a2d9fe5336fe9797881_R_CC.nii.gz,0.41506665550713173,43.65864160809516,45.09988913511872,613.5,18.121246356256563,111.25483399593912,0.1813444726910173,614.0,0.7892113555984042
34e61525cdf4e3590afabd214164547a_R_CC.nii.gz,0.5150454312400077,58.62225506454011,59.665735560705194,1379.5,30.19312463997779,156.4680374315357,0.11342373137479934,1380.0,0.8414729295548099
35eb15c7c9522cfb54e75dcbb73f1e55_R_CC.nii.gz,0.30218872954538106,74.2484759236079,72.3394774656273,1252.5,22.437052610035884,176.2253967444165,0.14069891955642036,1253.0,0.7119103424355725
36a1569aca166a2f953da98c97f4fc38_R_CC.nii.gz,0.5354184673928593,114.92353785932639,117.72000679578642,5339.0,61.53218450800578,372.29141392239944,0.06973055139958784,5339.0,0.6957478487118444
38f0774c2e72c4d5407df23a43aa1ff7_L_CC.nii.gz,0.7057315016541849,21.95391824306712,23.345235059857504,261.5,15.49357168887296,67.69848480983495,0.25888521915806867,262.0,0.8467629162548487
41aabf1214439580e6ab7b4d23a836e2_L_CC.nii.gz,0.46918981755241584,19.764168905206017,21.02379604162864,142.5,9.273146802708741,51.21320343559639,0.3593909013024308,143.0,0.8262860523491168
43a5db0fd868e525cf75aaf5d53a1863_L_CC.nii.gz,0.27901422948130195,124.13421758041912,129.65338406690356,3177.0,34.63521307046493,362.9360748630719,0.11423861342872896,3179.0,0.5505330568590218
44a229141467a98d727eb1bdda0b1123_L_CC.nii.gz,0.46358302736183704,71.87696778116772,72.56721022610694,1872.5,33.320942321582955,184.7106781186551,0.09864388684574371,1873.0,0.8304697971439926
48ac6ea5fc55dcc8dc9175975e00b86c_R_CC.nii.gz,0.43124794345131595,59.286056315553715,60.67124524847005,1178.5,25.56698986142144,151.88225099390883,0.12887759948570965,1179.0,0.8012401441208012
50a8bfda39adc93f22a174153632b823_R_CC.nii.gz,0.6184486871887211,60.443969586811654,59.481089431852205,1742.5,37.38149363943866,174.12489168102817,0.09992820182555419,1743.0,0.8498268847656785
52bd2f2f2a70263495e7cce47c2ab229_R_CC.nii.gz,0.2756225336257228,94.99983750773939,90.19977827023745,1735.5,26.1840959079151,227.92388155425172,0.13133038407044179,1736.0,0.6479289852847004
54b84438aceebc33848f1ed19877b330_R_CC.nii.gz,0.2757424772385258,54.74984026626329,55.326304774492215,577.5,15.096856583433029,131.3969696196702,0.22752722012064103,578.0,0.6483291922800722
55a12c640ccebc100e67e21476b57285_R_CC.nii.gz,0.5855841745103445,22.147494337340788,22.360679774997898,217.5,12.969222189004237,63.45584412271567,0.2917510074607617,218.0,0.8238780586304091
56e54f64f6aca6f887cc52cc240dea6a_L_CC.nii.gz,0.30521414864748836,129.09417510601074,107.83784122468327,1570.0,39.40136875033085,246.9949493661172,0.15732162380007464,1571.0,0.5686783379566527
58f909e936a14049de83be0ad193a562_L_CC.nii.gz,0.5727533485907508,48.87030942046114,50.80354318352215,1055.5,27.990633367235233,134.46803743153566,0.12739747743395136,1056.0,0.8564755793576161
61b2ab1d25c1955b270b55971022231a_R_CC.nii.gz,0.593867881741322,90.50908841154408,92.65527507918802,3657.5,53.75044061330172,256.85281374238616,0.07022633321733046,3658.0,0.83466609383593
61c6b3ec13649a482ca1037b4103b2fc_L_CC.nii.gz,0.42650082307718756,61.2944985739759,59.413803110051795,1249.5,26.14215409190422,154.46803743153572,0.12362387949702738,1250.0,0.8112121253383118
61f89a0baefd8edfa50c240d6439b7d5_R_CC.nii.gz,0.4587720523652925,30.966191429860654,32.0624390837628,341.5,14.206423196213706,79.11269837220804,0.2316623671221319,342.0,0.8280452845738795
62d3de922e860fa5bba67883926864a5_R_CC.nii.gz,0.36059759539497693,46.74829064597953,45.39823785126467,595.5,16.857321195765714,112.08326112068536,0.18821706317495443,596.0,0.7718005015077939
63b872fe16a03cba95b17aa582d6df85_L_CC.nii.gz,0.3028271562949771,46.01990020716895,46.2709412050371,494.5,13.936075512715602,111.25483399593912,0.22498449746398205,495.0,0.7085478587481595
65c44e57404ab93695069f0512fb4237_R_CC.nii.gz,0.29832894245582503,118.50729412513815,115.10864433221339,3170.0,35.35415572965387,300.69343417595235,0.09485597292616793,3170.0,0.663759298354172
67fa83fae24cea1258f6dadacb9e81d2_L_CC.nii.gz,0.5012624097474467,32.71434096389488,32.89376840679705,413.5,16.398469384861553,86.08326112068525,0.2081820099653815,414.0,0.8373826874794646
68b819a80456e50103709cecaa927fbb_L_CC.nii.gz,0.4875129959515451,118.50639121762754,119.10079764636339,5311.5,57.773405821911474,312.55129855222145,0.058844262176827915,5312.0,0.8265939405710948
68c9aa129fc6b36692493accf6577dae_L_CC.nii.gz,0.3967357003218609,113.59845831025243,110.22250223978767,3944.5,45.068563913201714,287.5807358037442,0.07290676531974755,3945.0,0.774178527542636
69fce1bee9d2056fa4f35c693a38e28a_L_CC.nii.gz,0.3501341831849756,94.18979177953317,94.13288479590966,2397.5,32.979065809089775,230.85281374238625,0.09628897340662618,2398.0,0.7518809260165868
70c91262ab8842935e5569c4ea7cc20d_L_CC.nii.gz,0.5025616458571056,70.01381219222515,69.1158447825099,1907.5,35.18625668805496,186.85281374238613,0.09795691415066114,1908.0,0.8285859468598953
70df0922235c570b6c66f142f2bf8d36_L_CC.nii.gz,0.4692469030937732,29.004694125116906,29.154759474226502,308.5,13.610362893393264,73.45584412271566,0.238106463931007,309.0,0.8476296938895188
70ea0d343edce93e2457df7a0e3cc9e2_R_CC.nii.gz,0.170834807421809,188.91821446473696,158.52129194527782,1343.0,32.273806786555355,225.68124086713237,0.1680426216434344,1344.0,0.5756353778596126
70f98f73ca0714118b87a3258147101c_R_CC.nii.gz,0.48622389959360324,47.46913581251429,48.373546489791295,834.5,23.08062832509906,127.98275605729711,0.15336459683319006,835.0,0.800141220309318
71e1c99aaa708f39cf4f6c395041011d_L_CC.nii.gz,0.40074395255047585,58.05739713208845,58.42088667591412,1055.5,23.266150801505788,143.74011537017785,0.13618201361456925,1056.0,0.8012278963854961
71fbe9b5c1c11fb81a4eff16dfc0de07_R_CC.nii.gz,0.6868014617611138,29.03381707943779,31.04834939252005,448.5,19.940468010662663,89.84062043356599,0.20031353496893198,449.0,0.8356288263106214
73be6c9dcf69967c751e30cbe5c8fd55_L_CC.nii.gz,0.6889389573885848,27.603632388586604,27.202941017470888,408.5,19.017217717930624,79.4558441227157,0.19450635036160516,409.0,0.9017270889117136
75df369020dfec63262df17496882be4_L_CC.nii.gz,0.4781113369733304,98.53388111275851,95.35197952848173,3584.0,47.11016563599216,280.4507934888332,0.07825077943326819,3585.0,0.7567148545616771
76c60021bdad852f982497bb6dfa6cf2_L_CC.nii.gz,0.43809989495813784,79.77897324480453,74.24284477308234,1095.0,34.95115979841696,271.4802307403558,0.24792715136105553,1097.0,0.43208956874968435
79a545d87c997d0ac51be0b90c6a6ca0_L_CC.nii.gz,0.6435306483559442,63.81315169531652,63.63961030678928,2035.5,41.06571888412326,184.0243866176399,0.09040746087823134,2036.0,0.8690907078085376
85d26c72e12b6139a6d26b54c3706c30_L_CC.nii.gz,0.46655417236643826,120.8271185413588,119.41942890501528,5335.5,56.372396290485185,307.3797256769677,0.057610294382338625,5336.0,0.8423978998591987
85e276e2e169121bfd36be0b77c18bf8_R_CC.nii.gz,0.5764397409005612,43.253469128908336,43.56604182158393,827.0,24.933018537718347,132.91168824543166,0.16071546341648327,828.0,0.7669984959824881
89e03e9698a3d7e9aceef0a5dc6da78b_L_CC.nii.gz,0.4868698780300828,154.62080202386397,167.28717822953436,3839.0,75.28021102227223,328.5929291125642,0.08559336522859187,3840.0,0.6684297552204145
92d7a655fa2168f2b91dd9f614865d1d_R_CC.nii.gz,0.42065317454455403,60.091757105750325,60.8276253029822,1178.5,25.277788390494138,151.39696961967024,0.12846582063612239,1179.0,0.8038084050259623
96e3b1bdfe0b2dcdadde96bc1e716880_L_CC.nii.gz,0.3967175505477247,128.15423495312982,130.74020039758238,3122.0,50.84103418292326,379.7645019878181,0.1216414163958418,3123.0,0.521563287639196
96f69471adaac2bdad7539367b0e1289_R_CC.nii.gz,0.6252826590035211,17.57284616220979,18.027756377319946,149.0,10.987995974566358,51.455844122715675,0.34534123572292397,150.0,0.8409368022727016
99e880e8d860ed86d42caa8728582335_R_CC.nii.gz,0.4167276564668655,134.92984195834507,141.315250415516,5031.5,56.22899682674568,452.5168106668161,0.08993676054194895,5032.0,0.5556725623079302
137e66f52a0a4e95d4344ff2852f9033_R_CC.nii.gz,0.34136393745408145,59.270041404943,58.215118311311535,929.5,20.23265470705778,147.15432893255092,0.15831557711947383,930.0,0.7344404474539638
163e112d5af21e69707b9214ee2ebda0_R_CC.nii.gz,0.4063994218214907,79.05737982738735,79.05694150420949,1942.0,32.1288734525722,221.7817459305207,0.11420275279635464,1942.0,0.7043746972955902
